,gid,pid,fgxp,dist,make,season,postseason,away,stadium,temp,humidity,wind-spd,cond,surface,player id,player
0,3189,518667,FG,33,1,2012,0,1,MetLife Stadium,77,63,5,Fair,FieldTurf,DB-0200,Dan Bailey
1,3190,518780,FG,35,1,2012,0,0,Soldier Field,67,66,13,Partly Cloudy,Grass,RG-1500,Robbie Gould
2,3190,518806,FG,37,0,2012,0,1,Soldier Field,67,66,13,Partly Cloudy,Grass,AV-0400,Adam Vinatieri
3,3190,518822,FG,26,1,2012,0,0,Soldier Field,67,66,13,Partly Cloudy,Grass,RG-1500,Robbie Gould
4,3191,518902,FG,43,1,2012,0,0,Cleveland Browns Stadium,68,57,9,Sunny,Grass,PD-0200,Phil Dawson
5,3191,519009,FG,42,1,2012,0,0,Cleveland Browns Stadium,68,57,9,Sunny,Grass,PD-0200,Phil Dawson
6,3191,519029,FG,22,1,2012,0,0,Cleveland Browns Stadium,68,57,9,Sunny,Grass,PD-0200,Phil Dawson
7,3192,519101,FG,39,1,2012,0,0,Arrowhead Stadium,69,47,7,Sunny,Grass,RS-3400,Ryan Succop
8,3192,519107,FG,34,1,2012,0,1,Arrowhead Stadium,69,47,7,Sunny,Grass,MB-4600,Matt Bryant
9,3192,519150,FG,21,1,2012,0,1,Arrowhead Stadium,69,47,7,Sunny,Grass,MB-4600,Matt Bryant
10,3192,519164,FG,40,0,2012,0,0,Arrowhead Stadium,69,47,7,Sunny,Grass,RS-3400,Ryan Succop
11,3192,519191,FG,30,1,2012,0,1,Arrowhead Stadium,69,47,7,Sunny,Grass,MB-4600,Matt Bryant
12,3192,519199,FG,41,1,2012,0,1,Arrowhead Stadium,69,47,7,Sunny,Grass,MB-4600,Matt Bryant
13,3193,519299,FG,25,1,2012,0,0,Metlife Stadium,74,48,1,Sunny,FieldTurf,NF-0300,Nick Folk
14,3193,519309,FG,39,1,2012,0,0,Metlife Stadium,74,48,1,Sunny,FieldTurf,NF-0300,Nick Folk
15,3194,519417,FG,48,1,2012,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,GZ-2000,Greg Zuerlein
16,3194,519449,FG,29,1,2012,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,GZ-2000,Greg Zuerlein
17,3194,519534,FG,46,1,2012,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,GZ-2000,Greg Zuerlein
18,3196,519767,FG,39,1,2012,0,1,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,DC-0500,Dan Carpenter
19,3197,520045,FG,25,1,2012,0,1,LP Field,-999,-999,-999,Sunny,Grass,SG-0800,Stephen Gostkowski
20,3197,520056,FG,31,1,2012,0,1,LP Field,-999,-999,-999,Sunny,Grass,SG-0800,Stephen Gostkowski
21,3198,520171,FG,20,1,2012,0,0,Mall of America Field at HHH Metrodome,-999,-999,-999,Dome,AstroTurf,BW-0350,Blair Walsh
22,3198,520193,FG,42,1,2012,0,0,Mall of America Field at HHH Metrodome,-999,-999,-999,Dome,AstroTurf,BW-0350,Blair Walsh
23,3198,520216,FG,55,1,2012,0,0,Mall of America Field at HHH Metrodome,-999,-999,-999,Dome,AstroTurf,BW-0350,Blair Walsh
24,3198,520225,FG,38,1,2012,0,0,Mall of America Field at HHH Metrodome,-999,-999,-999,Dome,AstroTurf,BW-0350,Blair Walsh
25,3199,520261,FG,36,1,2012,0,0,Raymond James Stadium,83,79,15,Cloudy,Grass,CB-0700,Connor Barth
26,3199,520286,FG,20,1,2012,0,0,Raymond James Stadium,83,79,15,Cloudy,Grass,CB-0700,Connor Barth
27,3199,520349,FG,40,1,2012,0,0,Raymond James Stadium,83,79,15,Cloudy,Grass,CB-0700,Connor Barth
28,3200,520383,FG,50,0,2012,0,1,University of Phoenix Stadium,-999,-999,-999,Closed Roof,Grass,SH-0400,Steven Hauschka
29,3200,520392,FG,27,1,2012,0,1,University of Phoenix Stadium,-999,-999,-999,Closed Roof,Grass,SH-0400,Steven Hauschka
30,3200,520481,FG,47,1,2012,0,1,University of Phoenix Stadium,-999,-999,-999,Closed Roof,Grass,SH-0400,Steven Hauschka
31,3200,520512,FG,39,1,2012,0,1,University of Phoenix Stadium,-999,-999,-999,Closed Roof,Grass,SH-0400,Steven Hauschka
32,3202,520868,FG,26,1,2012,0,0,Sports Authority Field at Mile High,85,12,10,Sunny,Grass,MP-2100,Matt Prater
33,3203,520886,FG,46,1,2012,0,0,M&T Bank Stadium,74,37,10,Clear,MomentumTurf,JT-3950,Justin Tucker
34,3203,520920,FG,34,1,2012,0,1,M&T Bank Stadium,74,37,10,Clear,MomentumTurf,MN-0800,Mike Nugent
35,3203,520972,FG,19,1,2012,0,1,M&T Bank Stadium,74,37,10,Clear,MomentumTurf,MN-0800,Mike Nugent
36,3203,520998,FG,40,1,2012,0,0,M&T Bank Stadium,74,37,10,Clear,MomentumTurf,JT-3950,Justin Tucker
37,3203,521038,FG,39,1,2012,0,0,M&T Bank Stadium,74,37,10,Clear,MomentumTurf,JT-3950,Justin Tucker
38,3204,521067,FG,51,1,2012,0,0,Oakland-Alameda County Coliseum,67,59,11,Sunny,Grass,SJ-0300,Sebastian Janikowski
39,3204,521119,FG,19,1,2012,0,0,Oakland-Alameda County Coliseum,67,59,11,Sunny,Grass,SJ-0300,Sebastian Janikowski
40,3205,521249,FG,48,1,2012,0,0,Lambeau Field,60,67,0,Cloudy,DD GrassMaster,MC-3000,Mason Crosby
41,3205,521285,FG,35,1,2012,0,0,Lambeau Field,60,67,0,Cloudy,DD GrassMaster,MC-3000,Mason Crosby
42,3205,521299,FG,45,1,2012,0,1,Lambeau Field,60,67,0,Cloudy,DD GrassMaster,RG-1500,Robbie Gould
43,3205,521326,FG,54,1,2012,0,0,Lambeau Field,60,67,0,Cloudy,DD GrassMaster,MC-3000,Mason Crosby
44,3206,521381,FG,50,1,2012,0,1,Paul Brown Stadium,76,37,5,Sunny,FieldTurf,PD-0200,Phil Dawson
45,3206,521432,FG,39,1,2012,0,0,Paul Brown Stadium,76,37,5,Sunny,FieldTurf,MN-0800,Mike Nugent
46,3206,521519,FG,37,1,2012,0,0,Paul Brown Stadium,76,37,5,Sunny,FieldTurf,MN-0800,Mike Nugent
47,3206,521529,FG,25,1,2012,0,1,Paul Brown Stadium,76,37,5,Sunny,FieldTurf,PD-0200,Phil Dawson
48,3207,521630,FG,33,1,2012,0,1,Ralph Wilson Stadium,66,55,11,Mostly Sunny,A Turf Titan,RS-3400,Ryan Succop
49,3208,521710,FG,51,1,2012,0,1,Lucas Oil Stadium,72,41,7,Sunny,AstroTurf,BW-0350,Blair Walsh
50,3208,521736,FG,29,1,2012,0,1,Lucas Oil Stadium,72,41,7,Sunny,AstroTurf,BW-0350,Blair Walsh
51,3208,521758,FG,26,1,2012,0,0,Lucas Oil Stadium,72,41,7,Sunny,AstroTurf,AV-0400,Adam Vinatieri
52,3208,521792,FG,45,1,2012,0,0,Lucas Oil Stadium,72,41,7,Sunny,AstroTurf,AV-0400,Adam Vinatieri
53,3208,521862,FG,53,1,2012,0,0,Lucas Oil Stadium,72,41,7,Sunny,AstroTurf,AV-0400,Adam Vinatieri
54,3209,521945,FG,56,1,2012,0,1,Lincoln Financial Field,72,40,5,Sunny,Grass,JT-3950,Justin Tucker
55,3209,522004,FG,51,1,2012,0,1,Lincoln Financial Field,72,40,5,Sunny,Grass,JT-3950,Justin Tucker
56,3209,522023,FG,48,1,2012,0,1,Lincoln Financial Field,72,40,5,Sunny,Grass,JT-3950,Justin Tucker
57,3210,522061,FG,45,1,2012,0,1,MetLife Stadium,73,39,1,Mostly Sunny,FieldTurf,CB-0700,Connor Barth
58,3210,522138,FG,52,1,2012,0,1,MetLife Stadium,73,39,1,Mostly Sunny,FieldTurf,CB-0700,Connor Barth
59,3213,522591,FG,46,1,2012,0,0,Gillette Stadium,64,55,2,Partly Cloudy,FieldTurf,SG-0800,Stephen Gostkowski
60,3213,522614,FG,34,1,2012,0,0,Gillette Stadium,64,55,2,Partly Cloudy,FieldTurf,SG-0800,Stephen Gostkowski
61,3213,522647,FG,51,1,2012,0,0,Gillette Stadium,64,55,2,Partly Cloudy,FieldTurf,SG-0800,Stephen Gostkowski
62,3213,522706,FG,53,1,2012,0,0,Gillette Stadium,64,55,2,Partly Cloudy,FieldTurf,SG-0800,Stephen Gostkowski
63,3213,522736,FG,42,0,2012,0,0,Gillette Stadium,64,55,2,Partly Cloudy,FieldTurf,SG-0800,Stephen Gostkowski
64,3214,522754,FG,39,1,2012,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
65,3214,522794,FG,33,1,2012,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
66,3214,522820,FG,42,1,2012,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
67,3215,522911,FG,21,1,2012,0,0,CenturyLink Field,68,56,4,Sunny,FieldTurf,SH-0400,Steven Hauschka
68,3215,522971,FG,25,1,2012,0,0,CenturyLink Field,68,56,4,Sunny,FieldTurf,SH-0400,Steven Hauschka
69,3217,523291,FG,25,1,2012,0,1,Sun Life Stadium,80,75,8,Cloudy,Grass,SJ-0300,Sebastian Janikowski
70,3217,523340,FG,27,1,2012,0,1,Sun Life Stadium,80,75,8,Cloudy,Grass,SJ-0300,Sebastian Janikowski
71,3218,523429,FG,38,1,2012,0,1,Heinz Field,71,36,2,Fair,Grass,NF-0300,Nick Folk
72,3220,523709,FG,37,1,2012,0,0,Georgia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
73,3220,523746,FG,42,1,2012,0,0,Georgia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
74,3222,524032,FG,54,1,2012,0,0,Soldier Field,56,42,10,Partly Cloudy,Grass,RG-1500,Robbie Gould
75,3222,524098,FG,56,1,2012,0,1,Soldier Field,56,42,10,Partly Cloudy,Grass,GZ-2000,Greg Zuerlein
76,3222,524122,FG,46,1,2012,0,1,Soldier Field,56,42,10,Partly Cloudy,Grass,GZ-2000,Greg Zuerlein
77,3222,524148,FG,22,1,2012,0,0,Soldier Field,56,42,10,Partly Cloudy,Grass,RG-1500,Robbie Gould
78,3222,524172,FG,37,1,2012,0,0,Soldier Field,56,42,10,Partly Cloudy,Grass,RG-1500,Robbie Gould
79,3224,524490,FG,36,0,2012,0,0,Lucas Oil Stadium,59,46,10,Partly Cloudy,AstroTurf,AV-0400,Adam Vinatieri
80,3224,524510,FG,37,1,2012,0,0,Lucas Oil Stadium,59,46,10,Partly Cloudy,AstroTurf,AV-0400,Adam Vinatieri
81,3225,524588,FG,32,1,2012,0,0,Cowboys Stadium,-999,-999,-999,Closed Roof,AstroTurf,DB-0200,Dan Bailey
82,3225,524649,FG,26,1,2012,0,0,Cowboys Stadium,-999,-999,-999,Closed Roof,AstroTurf,DB-0200,Dan Bailey
83,3225,524669,FG,22,1,2012,0,0,Cowboys Stadium,-999,-999,-999,Closed Roof,AstroTurf,DB-0200,Dan Bailey
84,3225,524681,FG,28,1,2012,0,1,Cowboys Stadium,-999,-999,-999,Closed Roof,AstroTurf,CB-0700,Connor Barth
85,3226,524739,FG,21,1,2012,0,0,Sun Life Stadium,83,76,4,Mostly Cloudy,Grass,DC-0500,Dan Carpenter
86,3226,524757,FG,33,1,2012,0,1,Sun Life Stadium,83,76,4,Mostly Cloudy,Grass,NF-0300,Nick Folk
87,3226,524808,FG,20,1,2012,0,1,Sun Life Stadium,83,76,4,Mostly Cloudy,Grass,NF-0300,Nick Folk
88,3226,524819,FG,47,0,2012,0,0,Sun Life Stadium,83,76,4,Mostly Cloudy,Grass,DC-0500,Dan Carpenter
89,3226,524861,FG,41,1,2012,0,0,Sun Life Stadium,83,76,4,Mostly Cloudy,Grass,DC-0500,Dan Carpenter
90,3226,524883,FG,48,0,2012,0,0,Sun Life Stadium,83,76,4,Mostly Cloudy,Grass,DC-0500,Dan Carpenter
91,3226,524888,FG,33,1,2012,0,1,Sun Life Stadium,83,76,4,Mostly Cloudy,Grass,NF-0300,Nick Folk
92,3227,524956,FG,47,1,2012,0,1,FedExField,65,40,6,Sunny,Grass,MN-0800,Mike Nugent
93,3228,525087,FG,25,1,2012,0,1,Mercedes-Benz Superdome,84,-999,-999,Dome,UBU Speed Series S5M,RS-3400,Ryan Succop
94,3228,525125,FG,45,1,2012,0,1,Mercedes-Benz Superdome,84,-999,-999,Dome,UBU Speed Series S5M,RS-3400,Ryan Succop
95,3228,525190,FG,34,1,2012,0,1,Mercedes-Benz Superdome,84,-999,-999,Dome,UBU Speed Series S5M,RS-3400,Ryan Succop
96,3228,525207,FG,38,1,2012,0,1,Mercedes-Benz Superdome,84,-999,-999,Dome,UBU Speed Series S5M,RS-3400,Ryan Succop
97,3228,525233,FG,43,1,2012,0,1,Mercedes-Benz Superdome,84,-999,-999,Dome,UBU Speed Series S5M,RS-3400,Ryan Succop
98,3228,525260,FG,31,1,2012,0,1,Mercedes-Benz Superdome,84,-999,-999,Dome,UBU Speed Series S5M,RS-3400,Ryan Succop
99,3230,525544,FG,52,1,2012,0,0,Mall of America Field at HHH Metrodome,67,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
100,3233,525949,FG,32,1,2012,0,0,Sports Authority Field at Mile High,84,10,13,Partly Sunny,Grass,MP-2100,Matt Prater
101,3233,526000,FG,23,1,2012,0,0,Sports Authority Field at Mile High,84,10,13,Partly Sunny,Grass,MP-2100,Matt Prater
102,3233,526023,FG,53,1,2012,0,0,Sports Authority Field at Mile High,84,10,13,Partly Sunny,Grass,MP-2100,Matt Prater
103,3234,526265,FG,32,1,2012,0,0,Oakland-Alameda County Coliseum,69,53,10,Cloudy,Grass,SJ-0300,Sebastian Janikowski
104,3234,526284,FG,43,1,2012,0,0,Oakland-Alameda County Coliseum,69,53,10,Cloudy,Grass,SJ-0300,Sebastian Janikowski
105,3235,526302,FG,37,1,2012,0,1,M&T Bank Stadium,67,39,5,Partly Cloudy,MomentumTurf,SG-0800,Stephen Gostkowski
106,3235,526325,FG,49,1,2012,0,1,M&T Bank Stadium,67,39,5,Partly Cloudy,MomentumTurf,SG-0800,Stephen Gostkowski
107,3235,526425,FG,20,1,2012,0,1,M&T Bank Stadium,67,39,5,Partly Cloudy,MomentumTurf,SG-0800,Stephen Gostkowski
108,3235,526472,FG,27,1,2012,0,0,M&T Bank Stadium,67,39,5,Partly Cloudy,MomentumTurf,JT-3950,Justin Tucker
109,3236,526563,FG,29,1,2012,0,1,CenturyLink Field,67,49,3,Sunny,FieldTurf,MC-3000,Mason Crosby
110,3236,526582,FG,40,1,2012,0,1,CenturyLink Field,67,49,3,Sunny,FieldTurf,MC-3000,Mason Crosby
111,3237,526690,FG,45,1,2012,0,0,M&T Bank Stadium,77,64,5,Rain,MomentumTurf,JT-3950,Justin Tucker
112,3237,526753,FG,51,1,2012,0,1,M&T Bank Stadium,77,64,5,Rain,MomentumTurf,PD-0200,Phil Dawson
113,3237,526766,FG,47,0,2012,0,0,M&T Bank Stadium,77,64,5,Rain,MomentumTurf,JT-3950,Justin Tucker
114,3237,526781,FG,50,1,2012,0,1,M&T Bank Stadium,77,64,5,Rain,MomentumTurf,PD-0200,Phil Dawson
115,3237,526803,FG,52,1,2012,0,1,M&T Bank Stadium,77,64,5,Rain,MomentumTurf,PD-0200,Phil Dawson
116,3238,526870,FG,49,0,2012,0,1,Ralph Wilson Stadium,58,72,7,Partly Cloudy,A Turf Titan,SG-0800,Stephen Gostkowski
117,3238,526890,FG,42,0,2012,0,1,Ralph Wilson Stadium,58,72,7,Partly Cloudy,A Turf Titan,SG-0800,Stephen Gostkowski
118,3238,527002,FG,30,1,2012,0,1,Ralph Wilson Stadium,58,72,7,Partly Cloudy,A Turf Titan,SG-0800,Stephen Gostkowski
119,3239,527029,FG,24,1,2012,0,1,Arrowhead Stadium,67,54,0,Cloudy,Grass,NN-0200,Nick Novak
120,3239,527062,FG,47,1,2012,0,1,Arrowhead Stadium,67,54,0,Cloudy,Grass,NN-0200,Nick Novak
121,3239,527165,FG,45,1,2012,0,1,Arrowhead Stadium,67,54,0,Cloudy,Grass,NN-0200,Nick Novak
122,3240,527222,FG,41,1,2012,0,0,Georgia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
123,3240,527322,FG,33,1,2012,0,0,Georgia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
124,3240,527344,FG,40,1,2012,0,0,Georgia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
125,3242,527532,FG,49,1,2012,0,1,Ford Field,68,-999,-999,Dome,FieldTurf,BW-0350,Blair Walsh
126,3242,527553,FG,27,1,2012,0,1,Ford Field,68,-999,-999,Dome,FieldTurf,BW-0350,Blair Walsh
127,3242,527621,FG,46,0,2012,0,1,Ford Field,68,-999,-999,Dome,FieldTurf,BW-0350,Blair Walsh
128,3243,527689,FG,58,1,2012,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
129,3243,527741,FG,48,1,2012,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
130,3243,527746,FG,60,1,2012,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
131,3243,527768,FG,31,1,2012,0,1,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,SH-0400,Steven Hauschka
132,3243,527782,FG,30,1,2012,0,1,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,SH-0400,Steven Hauschka
133,3243,527798,FG,24,1,2012,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
134,3245,527997,FG,38,1,2012,0,1,Sports Authority Field at Mile High,72,26,6,Mostly Sunny,Grass,SJ-0300,Sebastian Janikowski
135,3245,528013,FG,21,1,2012,0,0,Sports Authority Field at Mile High,72,26,6,Mostly Sunny,Grass,MP-2100,Matt Prater
136,3245,528049,FG,24,1,2012,0,1,Sports Authority Field at Mile High,72,26,6,Mostly Sunny,Grass,SJ-0300,Sebastian Janikowski
137,3245,528105,FG,43,1,2012,0,0,Sports Authority Field at Mile High,72,26,6,Mostly Sunny,Grass,MP-2100,Matt Prater
138,3245,528124,FG,53,1,2012,0,0,Sports Authority Field at Mile High,72,26,6,Mostly Sunny,Grass,MP-2100,Matt Prater
139,3246,528178,FG,32,1,2012,0,1,University of Phoenix Stadium,-999,-999,-999,Closed Roof,Grass,DC-0500,Dan Carpenter
140,3246,528213,FG,27,1,2012,0,1,University of Phoenix Stadium,-999,-999,-999,Closed Roof,Grass,DC-0500,Dan Carpenter
141,3246,528222,FG,51,0,2012,0,1,University of Phoenix Stadium,-999,-999,-999,Closed Roof,Grass,DC-0500,Dan Carpenter
142,3247,528347,FG,35,1,2012,0,1,EverBank Field,86,62,7,Chance Rain,Grass,MN-0800,Mike Nugent
143,3247,528446,FG,35,1,2012,0,1,EverBank Field,86,62,7,Chance Rain,Grass,MN-0800,Mike Nugent
144,3248,528498,FG,50,1,2012,0,0,Raymond James Stadium,89,52,11,Sunny,Grass,CB-0700,Connor Barth
145,3248,528549,FG,57,1,2012,0,0,Raymond James Stadium,89,52,11,Sunny,Grass,CB-0700,Connor Barth
146,3248,528639,FG,47,1,2012,0,0,Raymond James Stadium,89,52,11,Sunny,Grass,CB-0700,Connor Barth
147,3251,529053,FG,43,1,2012,0,1,Cowboys Stadium,80,28,3,Closed Roof,AstroTurf,RG-1500,Robbie Gould
148,3251,529103,FG,39,1,2012,0,0,Cowboys Stadium,80,28,3,Closed Roof,AstroTurf,DB-0200,Dan Bailey
149,3251,529115,FG,21,1,2012,0,1,Cowboys Stadium,80,28,3,Closed Roof,AstroTurf,RG-1500,Robbie Gould
150,3252,529203,FG,53,1,2012,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
151,3253,529333,FG,42,1,2012,0,0,Paul Brown Stadium,49,55,6,Cloudy,UBU Speed Series S5M,MN-0800,Mike Nugent
152,3253,529356,FG,24,1,2012,0,0,Paul Brown Stadium,49,55,6,Cloudy,UBU Speed Series S5M,MN-0800,Mike Nugent
153,3253,529418,FG,46,1,2012,0,1,Paul Brown Stadium,49,55,6,Cloudy,UBU Speed Series S5M,DC-0500,Dan Carpenter
154,3253,529430,FG,53,0,2012,0,1,Paul Brown Stadium,49,55,6,Cloudy,UBU Speed Series S5M,DC-0500,Dan Carpenter
155,3253,529468,FG,41,0,2012,0,0,Paul Brown Stadium,49,55,6,Cloudy,UBU Speed Series S5M,MN-0800,Mike Nugent
156,3254,529514,FG,28,1,2012,0,1,Arrowhead Stadium,47,45,0,Sunny,Grass,JT-3950,Justin Tucker
157,3254,529547,FG,30,1,2012,0,0,Arrowhead Stadium,47,45,0,Sunny,Grass,RS-3400,Ryan Succop
158,3254,529582,FG,26,1,2012,0,1,Arrowhead Stadium,47,45,0,Sunny,Grass,JT-3950,Justin Tucker
159,3254,529601,FG,39,1,2012,0,1,Arrowhead Stadium,47,45,0,Sunny,Grass,JT-3950,Justin Tucker
160,3254,529626,FG,31,1,2012,0,0,Arrowhead Stadium,47,45,0,Sunny,Grass,RS-3400,Ryan Succop
161,3255,529703,FG,24,1,2012,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
162,3255,529722,FG,53,0,2012,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
163,3255,529758,FG,50,1,2012,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
164,3255,529768,FG,52,0,2012,0,1,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,MC-3000,Mason Crosby
165,3255,529800,FG,28,1,2012,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
166,3255,529835,FG,51,0,2012,0,1,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,MC-3000,Mason Crosby
167,3256,529883,FG,32,1,2012,0,1,MetLife Stadium,51,84,2,Rain,FieldTurf,PD-0200,Phil Dawson
168,3256,529951,FG,41,1,2012,0,1,MetLife Stadium,51,84,2,Rain,FieldTurf,PD-0200,Phil Dawson
169,3257,530143,FG,53,1,2012,0,1,FedExField,52,77,3,Cloudy,Grass,MB-4600,Matt Bryant
170,3259,530372,FG,42,1,2012,0,0,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
171,3259,530392,FG,36,1,2012,0,0,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
172,3259,530426,FG,26,1,2012,0,0,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
173,3260,530517,FG,32,1,2012,0,1,EverBank Field,88,53,3,Cloudy,Grass,RG-1500,Robbie Gould
174,3260,530594,FG,31,1,2012,0,1,EverBank Field,88,53,3,Cloudy,Grass,RG-1500,Robbie Gould
175,3261,530671,FG,22,1,2012,0,1,Bank of America Stadium,63,69,6,Cloudy,Grass,SH-0400,Steven Hauschka
176,3261,530704,FG,36,1,2012,0,1,Bank of America Stadium,63,69,6,Cloudy,Grass,SH-0400,Steven Hauschka
177,3261,530781,FG,44,1,2012,0,1,Bank of America Stadium,63,69,6,Cloudy,Grass,SH-0400,Steven Hauschka
178,3263,531042,FG,23,1,2012,0,0,Gillette Stadium,54,65,4,Rain,FieldTurf,SG-0800,Stephen Gostkowski
179,3264,531194,FG,20,1,2012,0,1,Mercedes-Benz Superdome,65,-999,-999,Dome,UBU Speed Series S5M,NN-0200,Nick Novak
180,3264,531213,FG,55,0,2012,0,1,Mercedes-Benz Superdome,65,-999,-999,Dome,UBU Speed Series S5M,NN-0200,Nick Novak
181,3265,531443,FG,21,1,2012,0,0,Metlife Stadium,52,69,4,Partly Cloudy,FieldTurf,NF-0300,Nick Folk
182,3267,531745,FG,41,1,2012,0,0,Cleveland Browns Stadium,70,65,19,Sunny,Grass,PD-0200,Phil Dawson
183,3267,531753,FG,38,1,2012,0,0,Cleveland Browns Stadium,70,65,19,Sunny,Grass,PD-0200,Phil Dawson
184,3267,531779,FG,44,1,2012,0,1,Cleveland Browns Stadium,70,65,19,Sunny,Grass,MN-0800,Mike Nugent
185,3268,531872,FG,38,1,2012,0,1,Raymond James Stadium,85,55,9,Sunny,Grass,RS-3400,Ryan Succop
186,3268,531885,FG,55,0,2012,0,0,Raymond James Stadium,85,55,9,Sunny,Grass,CB-0700,Connor Barth
187,3268,531944,FG,27,1,2012,0,0,Raymond James Stadium,85,55,9,Sunny,Grass,CB-0700,Connor Barth
188,3269,531983,FG,48,1,2012,0,1,Sun Life Stadium,84,72,20,Cloudy,Grass,GZ-2000,Greg Zuerlein
189,3269,531999,FG,32,1,2012,0,1,Sun Life Stadium,84,72,20,Cloudy,Grass,GZ-2000,Greg Zuerlein
190,3269,532028,FG,52,0,2012,0,1,Sun Life Stadium,84,72,20,Cloudy,Grass,GZ-2000,Greg Zuerlein
191,3269,532041,FG,42,1,2012,0,0,Sun Life Stadium,84,72,20,Cloudy,Grass,DC-0500,Dan Carpenter
192,3269,532057,FG,37,0,2012,0,1,Sun Life Stadium,84,72,20,Cloudy,Grass,GZ-2000,Greg Zuerlein
193,3269,532133,FG,66,0,2012,0,1,Sun Life Stadium,84,72,20,Cloudy,Grass,GZ-2000,Greg Zuerlein
194,3271,532355,FG,43,0,2012,0,0,Georgia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
195,3271,532375,FG,52,1,2012,0,1,Georgia Dome,-999,-999,-999,Dome,FieldTurf,SJ-0300,Sebastian Janikowski
196,3271,532399,FG,22,1,2012,0,1,Georgia Dome,-999,-999,-999,Dome,FieldTurf,SJ-0300,Sebastian Janikowski
197,3271,532440,FG,41,1,2012,0,0,Georgia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
198,3271,532448,FG,20,1,2012,0,0,Georgia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
199,3271,532502,FG,55,1,2012,0,0,Georgia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
200,3272,532525,FG,20,1,2012,0,1,Metlife Stadium,65,55,14,Clear,FieldTurf,AV-0400,Adam Vinatieri
201,3272,532566,FG,50,1,2012,0,1,Metlife Stadium,65,55,14,Clear,FieldTurf,AV-0400,Adam Vinatieri
202,3272,532626,FG,47,1,2012,0,1,Metlife Stadium,65,55,14,Clear,FieldTurf,AV-0400,Adam Vinatieri
203,3273,532681,FG,38,1,2012,0,0,M&T Bank Stadium,69,45,11,Partly Cloudy,MomentumTurf,JT-3950,Justin Tucker
204,3273,532710,FG,42,1,2012,0,1,M&T Bank Stadium,69,45,11,Partly Cloudy,MomentumTurf,DB-0200,Dan Bailey
205,3273,532757,FG,43,1,2012,0,1,M&T Bank Stadium,69,45,11,Partly Cloudy,MomentumTurf,DB-0200,Dan Bailey
206,3273,532801,FG,34,1,2012,0,1,M&T Bank Stadium,69,45,11,Partly Cloudy,MomentumTurf,DB-0200,Dan Bailey
207,3273,532844,FG,51,0,2012,0,1,M&T Bank Stadium,69,45,11,Partly Cloudy,MomentumTurf,DB-0200,Dan Bailey
208,3275,533041,FG,34,1,2012,0,0,CenturyLink Field,63,80,9,Cloudy,FieldTurf,SH-0400,Steven Hauschka
